"","nickname","ranking_points","career_avg","n","total_rank_weight","total_rank_contr","classes","impact","survive","efficiency","objective","rank","prev_ranking_points","prev_games","prev_rank","rank_change","peak_rank"
"110","hef",29.0446315887076,44.2686047686444,6,6,265.611628611866,"demoman",0.446627002670051,0.435516186426401,0.446608517425794,0.356365572025809,110,25.7539744387184,4,117,7,110
"111","takeyon",28.9870512456044,60.6047232286146,3,1.72304753249555,104.42481881664,"soldier",0.583597487174326,0.608979794008246,0.632124598715883,0.642070856682345,111,28.9870512456044,3,109,-2,2
"112","Fez",28.7632918561542,49.1357350804741,5,2.79482099503185,136.138210580718,"scout",0.528998589460962,0.518159281133883,0.27922845706343,0.505047781893971,112,33.2949026590321,7,97,-15,1
"113","jacc",28.4521846539604,36.0772566216857,8,4.69935067911485,165.07011515542,"soldier",0.216256475074559,0.556448596135613,0.50174740837572,0.484545800797582,113,37.5155831621472,10,88,-25,2
"114","lil schmuck",28.1377170607031,65.3655293761007,2,2,130.731058752201,"soldier",0.50136135233475,0.841690813046912,0.843373773059673,0.623418639889028,114,28.1377170607031,2,110,-4,110
"115","T3",28.1191345404237,38.4327411170083,7,3.79482099503185,146.374598238855,"soldier",0.363380080472066,0.452145283260301,0.427371551511097,0.332932181281142,115,34.7935130757678,9,94,-21,34
"116","kaos",27.9288625448633,42.5679965628156,6,6,255.407979376894,"scout",0.405736648599225,0.592176384993927,0.276318779926911,0.32333862752728,116,21.9394758788696,4,131,15,116
"117","rem",27.2219232392852,51.5379993827516,4,2.07177346253629,106.122143692999,"medic",0.617872770154649,0.636222055571397,0.643898914995327,0.35912611595391,117,27.2219232392852,4,111,-6,30
"118","Kodyn",27.0649361169764,41.3573904930768,6,4.55443492159596,187.876071028686,"demoman",0.396238709071859,0.363976489188393,0.390649100427758,0.548363434019202,118,27.0649361169764,6,112,-6,100
"119","shy",26.7345528751101,45.2972815788319,5,2.79482099503185,126.536079642579,"medic",0.421584352775026,0.515865403770704,0.492739860841369,0.479911610984299,119,32.6890953989687,7,101,-18,43
"120","Fennex",26.6865930464359,40.6745816894313,6,6,244.047490136588,"scout",0.267105359731045,0.603158708148723,0.498461909616308,0.361182276126508,120,24.6394928874896,4,122,2,120
"121","Shakey",26.5835398109782,50.4958753153182,4,2.07177346253629,103.633465089562,"soldier",0.419014529894328,0.533273428624463,0.675760241521837,0.556447948969846,121,34.4473569056064,6,95,-26,26
"122","sentar",26.0111655520036,48.9445969580887,4,4,195.778387832355,"medic",0.509872335791871,0.627057657754108,0.559026111041733,0.503883915033663,122,18.0658245952617,2,149,27,122
"123","melons",25.9220175384795,49.2652854781146,4,2.07177346253629,101.054581847509,"soldier",0.505872128967612,0.443511663918293,0.487700957151887,0.559393992409066,123,32.5273359940025,6,103,-20,30
"124","Johva",25.6628352794691,66.2402635072538,1,1,66.2402635072538,"soldier",0.67902989598922,0.642089897767633,0.739053383073106,0.427085951529504,124,25.6628352794691,1,118,-6,32
"125","Connor",24.876618094655,47.1025029221745,4,2.92993012888349,137.149284417759,"medic",0.474624812792045,0.489604090249011,0.582638208439571,0.493473077403714,125,24.876618094655,4,121,-4,101
"126","horizon",23.2444703742351,43.7385718720143,4,4,174.954287488057,"soldier",0.362895078746712,0.714880571358528,0.410166265588267,0.354827261402198,126,23.6756055588237,3,125,-1,125
"127","oLae!",23.0862020349198,43.4407620693921,4,4,173.763048277568,"demoman",0.366851374637589,0.571419157085613,0.452210073252814,0.382676738129963,127,23.0862020349198,4,126,-1,121
"128","xander",22.748150819632,52.8452581083516,2,1,52.8452581083516,"medic",0.624388521468823,0.624002823128754,0.573667735374374,0.78548221110317,128,24.9711237565021,4,119,-9,37
"129","nicholas",22.6272866849713,42.5772318751683,4,4,170.308927500673,"soldier",0.33511587341132,0.529450482059237,0.443739943535958,0.685691310759798,129,18.7654474200138,2,146,17,129
"130","GuS",22.5294806511518,34.3384859795029,6,6,206.030915877017,"soldier",0.264080908493213,0.437722612376909,0.510906375596746,0.297252159156138,130,19.1782524299356,4,143,13,130
"131","Sickday",22.2286763628582,41.8988301890133,4,3.36560591930472,140.773791907558,"medic",0.363516397787098,0.373038677672812,0.448709397774917,0.379572052312718,131,22.2286763628582,4,129,-2,105
"132","ram",22.1576692614616,51.4735356067228,2,1.86606598307361,96.0530138242339,"medic",0.573469592934559,0.707912565198861,0.490080767044877,0.73089782015519,132,22.1576692614616,2,130,-2,106
"133","L0RD 80T1CUS 0F 80TSW4N4",21.9743108985539,45.9428252588589,3,3,137.828475776577,"medic",0.438633426265089,0.762032649611349,0.474529249435117,0.5899442779502,133,22.9471277325868,2,127,-6,122
"134","Will",21.7430758552809,41.4763937065395,4,2.07177346253629,84.7633651729628,"demoman",0.338187354406358,0.573898794202095,0.335761343913837,0.541425150801761,134,21.7430758552809,4,132,-2,42
"135","moomoo",21.6843122583376,40.8028591289298,4,4,163.211436515719,"soldier",0.343808503096981,0.593780935979098,0.476566894771594,0.277182189542326,135,21.6843122583376,4,133,-2,129
"136","Mori",21.4348402877134,49.7943624735399,2,2,99.5887249470799,"demoman",0.547121526120516,0.427794887277386,0.545654863003903,0.269031998572134,136,21.4348402877134,2,134,-2,121
"137","Rogue",21.0495936160385,48.8994123757731,2,2,97.7988247515463,"scout",0.416094690065033,0.637845962955727,0.556401237656595,0.252250980936763,137,21.0495936160385,2,136,-1,124
"138","Steak",20.5504788386249,38.6693515152668,4,3.73213196614723,144.319122900311,"soldier",0.360292252622758,0.274578925705505,0.377216688852771,0.19757391633871,138,20.5504788386249,4,139,1,108
"139","Exquizit",20.0891236310118,37.8012302983996,4,4,151.204921193598,"scout",0.394797373302115,0.25529276766809,0.41677365275003,0.294919766670184,139,20.7278859852092,2,138,-1,114
"140","Tesla",19.3729277918306,36.7104942492387,4,2.07177346253629,75.5235627110939,"soldier",0.378992505292815,0.458838361374901,0.302845996472186,0.324819430445758,140,24.6237945435417,6,123,-17,28
"141","Johnny",19.3634388234948,44.9823781548769,2,1.4142135623731,63.6146892544221,"medic",0.336292942492194,0.590986387270731,0.628714914703196,0.413347209958567,141,19.3634388234948,2,142,1,78
"142","Phantom",19.2008435923375,36.3049455216486,4,2.07177346253629,74.8527084152614,"scout",0.363477752237091,0.319224599841297,0.31617817926142,0.375437630724664,142,24.9539451663363,6,120,-22,48
"143","beni",19.0633042099024,44.2851482460242,2,1,44.2851482460242,"scout",0.459467669874632,0.332727097802223,0.449731290996068,0.39821867291015,143,19.0633042099024,2,144,1,10
"144","Solres",18.5294377493318,34.5582903236495,4,3.15531468896534,110.014483468034,"scout",0.246700342577747,0.551018094538823,0.305990215504377,0.341706022879343,144,18.5294377493318,4,147,3,116
