"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes","div"
"226","HERTZ",23,61.2228411577492,0.542206525367128,0.525161337538051,0.664125970825532,0.739084426217315,14,"soldier","prem"
"227","b4ne",16,61.1020472972041,0.519610574789387,0.545381309894943,0.685660599604636,0.668540093641916,9,"soldier","prem"
"228","heebs",26,61.0959429431954,0.541442633783501,0.648653444578609,0.48890649616386,0.710940338938453,2,"scout","prem"
"229","Paulsen",21,61.0868613317376,0.610870548535517,0.496754653323197,0.517920656404141,0.708843645926107,17,"soldier","prem"
"230","king carl",25,61.0753947071931,0.528333490890211,0.581111202722811,0.700738201067875,0.584304858301677,15,"soldier","inter"
"231","Madness",15,61.0343393619995,0.569877140438071,0.581841518734777,0.613074722308619,0.642010255516111,24,"scout","prem"
"232","ohai",18,61.0216403081151,0.68259674894664,0.379118698821549,0.614216778844089,0.589754445961428,14,"scout","prem"
"233","wulonggoth",26,61.0177590752764,0.589495949725025,0.583411022478214,0.471692082590403,0.703848250214241,18,"soldier","inter"
"234","phosphor",28,60.9476278730005,0.550872413028607,0.588468180439857,0.404032381004967,0.619254595936255,19,"scout","high"
"235","feyn",26,60.8758959397684,0.565734918872896,0.597820895071943,0.478532783118985,0.577378494793793,19,"soldier","prem"
"236","riot",19,60.8395694401481,0.484832745335971,0.649213874697698,0.734737844683948,0.494289468949219,4,"scout","prem"
"237","sky.",26,60.7708267847456,0.465829903559283,0.629154151655737,0.666716782141783,0.675623273466922,2,"scout","inter"
"238","Gravemind",25,60.7636818624054,0.549778236223544,0.484237089199817,0.816012320898,0.416085980918996,2,"soldier","inter"
"239","down",24,60.7610995118059,0.582031577462673,0.628322221257869,0.467683326122266,0.592689262536057,20,"scout","prem"
"240","feggie",25,60.7164315219223,0.540725438755458,0.586051603450325,0.720863353209852,0.444351305663438,14,"soldier","inter"
"241","Madness",22,60.6989081819958,0.552213473940077,0.727514136194759,0.484851227241989,0.649115785410446,15,"scout","prem"
"242","v4na",25,60.66485828629,0.554980237795678,0.530647924562637,0.633434374475849,0.596718835928121,15,"scout","prem"
"243","no`",29,60.6202854054989,0.447061856020016,0.802275236901481,0.602961927272658,0.501447523848882,10,"scout","inter"
"244","jiho",16,60.6046962139798,0.503303836524245,0.65642545880042,0.648594026489718,0.55442442509316,16,"soldier","prem"
"245","Hirast",24,60.6021091472145,0.572021848410311,0.473583934360425,0.759277182982308,0.431379130294523,12,"soldier","inter"
"246","samson",27,60.5882917958335,0.50741255618351,0.656730082147463,0.632361384408764,0.609635827886225,7,"soldier","inter"
"247","benjay",29,60.5538335652461,0.546839568119919,0.693378178536452,0.567178199208425,0.61337088433768,8,"soldier","prem"
"248","yuki",14,60.5064138788041,0.594382976203854,0.495878184658479,0.627435386471457,0.528690023518,18,"scout","prem"
"249","pause",18,60.4991846226564,0.513048381746431,0.663255330840857,0.699126149398634,0.523514096498418,10,"soldier","prem"
"250","lexx",26,60.478631434198,0.614095878680024,0.537730465882263,0.471428549167093,0.687102642235099,17,"demoman","inter"
"251","yukari",16,60.4588107985931,0.493781413179883,0.824053115007603,0.534507664723101,0.552138613482705,2,"demoman","prem"
"252","inc",25,60.4586612379858,0.631252427820559,0.48559078058474,0.532182029516855,0.549992534692405,5,"soldier","inter"
"253","Dip",27,60.3526420423736,0.489082659184385,0.689508816607833,0.627827544253464,0.699164135727187,2,"soldier","inter"
"254","Doge.exe has stopped working",24,60.3155900541903,0.665672687494392,0.659272865797225,0.565713280520901,0.610808098611604,16,"medic","prem"
"255","inStinct",24,60.2735969663926,0.584578658105692,0.606021302422594,0.545774311595777,0.500516709353018,12,"soldier","inter"
"256","Raze",22,60.2696225070291,0.611755360366671,0.432163859570056,0.673166065582445,0.527175717170364,6,"scout","prem"
"257","rintincan -pt",28,60.23716220977,0.548186761996262,0.466689402053619,0.679846612681409,0.455355851881748,17,"soldier","inter"
"258","feyn",28,60.2257712117035,0.470219294704548,0.673789736779945,0.575053839877957,0.61836799656973,18,"soldier","prem"
"259","Paulsen",16,60.2163955413822,0.57075320984358,0.544934018112643,0.542219400978711,0.674391723859756,13,"demoman","prem"
"260","123beef",24,60.2002475056276,0.553031047626153,0.600403751390749,0.711477186104059,0.331339032583638,2,"soldier","inter"
"261","krollic",27,60.1908852222143,0.681869648594116,0.442318712439332,0.405519255257881,0.624987096503786,20,"scout","prem"
"262","redcoat",27,60.1453835623759,0.604349872948148,0.54445275596271,0.484432126085991,0.585690491006538,22,"demoman","prem"
"263","knoxu",29,60.1242849033253,0.554715996359177,0.690338559946115,0.50596093209504,0.556881769420983,8,"demoman","high"
"264","Yui",18,60.1071241309237,0.625719743566602,0.474170858091991,0.66015950991143,0.490900284466389,3,"scout","prem"
"265","seraph",27,60.0960005414091,0.532519038866564,0.5478593162073,0.681282654657099,0.635895850067087,16,"soldier","inter"
"266","Doge.exe has stopped working",29,60.0007917598228,0.714193286125177,0.699477778023212,0.749217705745837,0.751090765226706,2,"medic","prem"
"267","benjay",26,59.9710257581512,0.493201960888137,0.69390670283186,0.542323446890375,0.698661933959628,6,"soldier","inter"
"268","krollic",26,59.9548152257237,0.617243290567081,0.530493300689813,0.431023301135246,0.591222211753074,17,"scout","prem"
"269","Jol",24,59.9335456648249,0.629041556204338,0.542207841289227,0.340680277246698,0.784746714279148,2,"soldier","inter"
"270","sao",24,59.9279634168692,0.662202617901933,0.338617945504944,0.550551384893545,0.641483616924781,7,"demoman","inter"
"271","lock",26,59.9168779989988,0.625710673344482,0.771406049701817,0.660654782303753,0.549978335326727,25,"medic","prem"
"272","Bunneez",24,59.9165294302869,0.704476308174106,0.448354570287128,0.379964787481454,0.515145694169222,16,"soldier","inter"
"273","redcoat",20,59.9133664121823,0.548805290205259,0.602542421604271,0.578878933705956,0.658549014821344,21,"demoman","prem"
"274","samson",29,59.9114836667596,0.530831605796187,0.738263008107288,0.341579051042394,0.516434558987474,6,"scout","high"
"275","Sam.",17,59.8497484976777,0.727433764142606,0.357229424279454,0.661044531448525,0.504761023117448,5,"scout","prem"
"276","Doge.exe has stopped working",25,59.8067184124547,0.61170136540038,0.456558962709516,0.542054091755834,0.494499718270234,14,"soldier","prem"
"277","pause",16,59.8065789665777,0.495590723150331,0.643134031045186,0.681921975538261,0.47638033062918,12,"soldier","prem"
"278","memories",28,59.7322513904603,0.549883311164168,0.584136052121684,0.471368343450777,0.598438457172831,10,"demoman","inter"
"279","krollic",25,59.7243731035764,0.585881852241811,0.439216111824551,0.583353684656837,0.527967257029708,19,"soldier","prem"
"280","down",27,59.690693806171,0.534420275850435,0.563708922401822,0.584483465383223,0.626235414554145,25,"soldier","prem"
"281","AiShou",24,59.6864075363656,0.635186736683353,0.357620650528762,0.654541682370191,0.409662010271872,2,"scout","prem"
"282","v4na",26,59.6759506133355,0.623488695646481,0.670749516695632,0.682172436544184,0.613960754475082,21,"medic","prem"
"283","arandomdeaddude",26,59.6665420327514,0.55040856421343,0.538694439316222,0.698966470732337,0.495288939402102,15,"soldier","inter"
"284","iven",28,59.6592107268636,0.523725553101087,0.596119443446546,0.373024432156082,0.630367804955248,16,"soldier","high"
"285","namey",15,59.6343396049145,0.572600441014495,0.536399771642226,0.600484344820358,0.606390732215312,20,"scout","prem"
"286","enrith",26,59.6256921639867,0.54648250606123,0.624913605990818,0.489947143509997,0.552288451581873,27,"demoman","prem"
"287","hsr",19,59.6155237710203,0.539039750163206,0.646828479773247,0.503646000828891,0.520844999350408,15,"soldier","prem"
"288","teejay",17,59.6123745164566,0.562871056546397,0.714863059897892,0.645815687800805,0.614573827686043,6,"scout","prem"
"289","prankmonkey",25,59.5973915916903,0.563108328978883,0.609746744742637,0.59976033720395,0.473491008410838,14,"demoman","inter"
"290","feggie",28,59.5730470783935,0.62205787005385,0.573715082025922,0.31835579837915,0.372617559063528,2,"scout","inter"
"291","deft",18,59.5609826452963,0.560435577915063,0.606094321370959,0.613377634017991,0.538476133847022,13,"demoman","prem"
"292","Fez",28,59.5033808753333,0.579258795918312,0.563559831533295,0.340414054276255,0.536255879345751,12,"scout","high"
"293","cooki",26,59.482727046878,0.55593844589824,0.67844802041361,0.397300921649494,0.630889469147332,18,"scout","prem"
"294","Doge.exe has stopped working",28,59.4732702234596,0.643964552913043,0.693933762496166,0.620969769742661,0.531716583029667,19,"medic","prem"
"295","Smauglet",14,59.4294431109866,0.571048954631862,0.523023833808185,0.58596201174206,0.581645639713627,7,"scout","prem"
"296","v4na",21,59.4272395917092,0.580461423375863,0.534990034630661,0.620339439381071,0.515162433429907,19,"scout","prem"
"297","inStinct",29,59.4210305527652,0.418541745130871,0.747726301073072,0.715650718007782,0.595891033325374,10,"soldier","inter"
"298","pause",22,59.4167694414268,0.467122025977884,0.712138212219966,0.626006516435287,0.590238292340128,16,"soldier","prem"
"299","Precious.",27,59.4159079169429,0.619313251684757,0.545228949387168,0.437994385402055,0.468934220758495,14,"scout","inter"
"300","kl",28,59.3858494327544,0.537912903086591,0.542745293862546,0.40365277364205,0.576398454815479,15,"soldier","high"
"301","Cobra",29,59.3538016130479,0.56795879300021,0.492664414270575,0.606271044840353,0.597290676379443,10,"demoman","inter"
"302","Precious.",28,59.3473484627039,0.482560527921864,0.668791781701715,0.506310511389686,0.490815177397687,12,"scout","high"
"303","Sam.",22,59.3447670110667,0.541935972770986,0.525787553786062,0.679793197897056,0.593254005673783,16,"scout","prem"
"304","adam",25,59.335397476997,0.648922859775587,0.517089506810583,0.441979897101712,0.491859500691772,14,"soldier","inter"
"305","krollic",21,59.3251851375128,0.508104665631696,0.613618014587908,0.564750133094125,0.718203271643358,17,"soldier","prem"
"306","takeyon",25,59.2880423702052,0.621888868336484,0.537925089556791,0.407271509617312,0.484083298704565,16,"scout","inter"
"307","proxie",29,59.283120625192,0.555980014763086,0.624941951574862,0.369293754784913,0.667096364894292,10,"scout","inter"
"308","Clashe",24,59.216031801586,0.500204460795473,0.576509808123021,0.684854486704882,0.438182808749702,4,"scout","inter"
"309","apples",25,59.1826106807619,0.564255494462391,0.669030829700835,0.343439449931504,0.629210321069204,12,"scout","inter"
"310","drat",26,59.061777846278,0.522034786641292,0.710914424143642,0.53446336019696,0.543384553312057,13,"demoman","inter"
"311","rohan",24,59.0306125742335,0.670126778364831,0.41184540505483,0.445698710567887,0.561427283502505,10,"soldier","inter"
"312","fresh",14,59.0253742703771,0.697906105316871,0.329052827927946,0.444371171554997,0.464143882241012,10,"soldier","prem"
"313","zs",29,59.0217031201989,0.545460270081002,0.517765420049294,0.512433316521444,0.468897953937876,8,"scout","high"
"314","bill",24,59.0169819536432,0.51915869346686,0.599307234997101,0.592576545413546,0.463377536621457,7,"scout","inter"
"315","Shupah",24,59.0144737024274,0.516186523262116,0.498863895194744,0.706808858934963,0.447876101529138,6,"soldier","prem"
"316","arnold",27,59.0052636351933,0.715719709047665,0.616515281093942,0.57803284151527,0.615698865765468,20,"medic","prem"
"317","eps",15,58.9903233514578,0.552705567580801,0.54911447004847,0.523066269656536,0.651930248593303,2,"soldier","prem"
"318","lunar",20,58.96429813168,0.57002325518276,0.527493521563167,0.571613545449379,0.665771521724707,2,"scout","prem"
"319","dogroll",28,58.9539195063191,0.583129979305586,0.720810444389927,0.637649112370978,0.661067435760079,15,"medic","prem"
"320","gnat",18,58.9479237809605,0.612707066420423,0.42756828177395,0.579632807055327,0.561965600199161,18,"soldier","prem"
"321","v4na",17,58.9120942999777,0.627880927196038,0.526134242088561,0.58430455268594,0.574912186553084,12,"soldier","prem"
"322","Dave",23,58.8583056633227,0.668424370221071,0.637712643156998,0.642390318153814,0.688649157359307,11,"medic","prem"
"323","Sam.",21,58.8418909999103,0.61492357841098,0.439292022702202,0.59283606020603,0.547698415237345,13,"scout","prem"
"324","arnold",26,58.7981008500952,0.651827377178732,0.500744804365864,0.498129950953065,0.339595809484904,2,"soldier","inter"
"325","Dave",22,58.7950046020806,0.59465303082391,0.703829914634615,0.695083554655203,0.685835163348811,5,"medic","prem"
"326","yewl",25,58.7579477629021,0.5032432798391,0.633909201197392,0.48346002505543,0.669666007548372,17,"soldier","prem"
"327","memories",27,58.7200453070306,0.591400673199511,0.605750949903418,0.452848627175174,0.394504926002321,4,"scout","inter"
"328","Rias Gremory",29,58.6983017899105,0.349908227976172,0.857979029668267,0.622107002922662,0.520103725327646,2,"scout","high"
"329","Madness",21,58.6938298823658,0.547304165158815,0.568082983482858,0.610505296882917,0.578226897487992,13,"scout","prem"
"330","Raze",24,58.5911870226391,0.556029499835682,0.618808343173588,0.50712945929291,0.483406613984343,12,"scout","prem"
"331","Ben",24,58.5908285736219,0.467776309676825,0.780172464576872,0.491141014673255,0.633890285861533,9,"scout","prem"
"332","Rising",24,58.5831767488068,0.575495642990254,0.565082120561537,0.476026008604104,0.632103391284193,4,"demoman","inter"
"333","adam",28,58.552502847936,0.525314362059716,0.625306135131673,0.470798787183537,0.497997262474098,16,"soldier","inter"
"334","cooki",27,58.5406144273761,0.605102642460046,0.568014098700622,0.411978981474934,0.588648309930136,12,"scout","prem"
"335","Rising",23,58.5126083850779,0.61623368594404,0.632078263261308,0.559585440516753,0.644429522843535,6,"medic","prem"
"336","king carl",24,58.4770558387146,0.496002097940205,0.624241510723567,0.600579572304167,0.632141936952825,19,"soldier","inter"
"337","andre",28,58.4646742345319,0.500294306811966,0.632720583113637,0.456310549038814,0.50540528568025,13,"scout","inter"
"338","Dave",28,58.4447085005681,0.655599174081168,0.602301273396327,0.587352896560861,0.55033470306885,12,"medic","prem"
"339","Elmo.",25,58.4345780841387,0.596091323382343,0.398052020121925,0.591007139316625,0.509479196765596,15,"scout","prem"
"340","dogroll",27,58.4328742818857,0.513508383793261,0.694783456622482,0.543385214856579,0.580859566552583,22,"demoman","prem"
"341","jiho",17,58.4053355641788,0.55632734500254,0.571995493675479,0.650193987859861,0.677696419364145,16,"soldier","prem"
"342","yewl",17,58.3788581987325,0.629641708660948,0.561811637509862,0.56934493815081,0.552929160473464,16,"demoman","prem"
"343","bulk",15,58.3313127079365,0.625365621700118,0.457753557983806,0.480536026456605,0.547077562030585,12,"demoman","prem"
"344","abender",18,58.3104923131585,0.53410017067192,0.644378054153197,0.51859394369011,0.575643532124098,6,"soldier","prem"
"345","enrith",15,58.2398871277373,0.555620712224562,0.562406495080012,0.537140692200726,0.563403849127384,16,"demoman","prem"
"346","matttt",28,58.2398171914069,0.508985686620416,0.634740132515001,0.504996777529683,0.479422985133123,2,"soldier","prem"
"347","teejay",28,58.2391059161152,0.489236092569743,0.682823550455932,0.513481494866201,0.571224856214557,10,"scout","prem"
"348","v4na",19,58.2307892628874,0.594215115278016,0.360269294258664,0.557255734006196,0.695129083052774,2,"scout","prem"
"349","deft",21,58.2206569125778,0.548634570375253,0.530202625459729,0.575191713582726,0.614130698130175,16,"demoman","prem"
"350","ALT",25,58.2012629628177,0.480822888936092,0.6257740559634,0.62389578005366,0.657116137482841,18,"soldier","inter"
"351","weaponfire",27,58.1863439820521,0.472584642864805,0.603479961886858,0.580723415484474,0.688874924158153,16,"scout","inter"
"352","lepingu",26,58.1721136040345,0.588103546538926,0.502073041551624,0.46264708141515,0.503792619882285,15,"scout","inter"
"353","mac",17,58.1487207058015,0.754880058979128,0.326342726594867,0.519577919654188,0.369492166540569,9,"soldier","prem"
"354","mad",20,58.1139260373398,0.483292372337542,0.628366310702586,0.689619914507816,0.457427731246519,14,"soldier","prem"
"355","lock",15,58.0927933582326,0.616555656709137,0.432771795177618,0.508741638554188,0.504716307197631,14,"soldier","prem"
"356","yewl",16,58.0926518577287,0.508278858329704,0.644192389978195,0.55609111223699,0.54967202687624,17,"demoman","prem"
"357","redcoat",26,58.0395750662914,0.490572712920995,0.671862864824993,0.512781147817721,0.557599389543797,22,"demoman","prem"
"358","durc",18,58.033977521285,0.581575497399131,0.476569434791018,0.61426363670969,0.513547598872438,14,"demoman","prem"
"359","BushMario!",29,57.9285774045258,0.598469875920775,0.519064448253976,0.417225159052779,0.457323446678525,10,"scout","inter"
"360","Yui",21,57.9262703777085,0.504410069559002,0.57335151373468,0.549025715675981,0.70853208635207,4,"soldier","prem"
